lb	mle	ub	ce	Z	cZ
Nat14	-2.49322567090562	-0.395750106492957	2.21620059636055	0	-0.262659185077862	-0.0597411234816907
Asph	-1.89960051116619	-0.237450063895775	1.38512537272535	0	-0.262640448942098	-0.0597411234816907
Vps26a	-1.7808754792183	-0.277025074545068	1.38512537272535	0	-0.262539726239421	-0.0597411234816907
Fahd1	-1.46427539402394	0.197875053246478	2.05790055376337	0	0.26248513169061	0.0597411234816907
Lztfl1	-1.38512537272535	0.197875053246478	2.01832554311408	0	0.262453452995296	0.0597411234816907
Ddi2	-1.8204504898676	-0.237450063895775	1.34555036207605	0	-0.262292095982293	-0.0597303230848441
Lancl2	-1.50385040467323	0.237450063895775	2.01832554311408	0	0.262266225200913	0.0597303230848441
Gli2	-1.54342541532253	0.237450063895775	2.17662558571126	0	0.262175427207999	0.0597281929237626
Dnajc7	-1.62257543662112	-0.197875053246478	1.18725031947887	0	-0.261952664104394	-0.0595726986267922
2310003L22Rik	-1.50385040467323	0.237450063895775	2.01832554311408	0	0.2617054734739	0.0593888299665864
Ncoa4	-1.26640034077746	0.197875053246478	1.70172545791971	0	0.261525992403019	0.0593830348540455
Wdtc1	-1.30597535142675	0.237450063895775	1.74130046856901	0	0.261443402704505	0.0593830348540455
Lfng	-2.25577560700985	-0.277025074545068	1.70172545791971	0	-0.261433559684836	-0.0593830348540455
Pfkl	-1.66215044727042	-0.237450063895775	1.26640034077746	0	-0.26108250674964	-0.0593583017082446
Idi1	-1.50385040467323	0.237450063895775	1.97875053246478	0	0.261012302237646	0.0593583017082446
Usp31	-1.30597535142675	0.197875053246478	1.8204504898676	0	0.260971689704445	0.0593583017082446
Trim33	-1.8204504898676	-0.316600085194365	1.58300042597182	0	-0.260952625365766	-0.0593583017082446
Nrf1	-2.01832554311408	-0.197875053246478	1.38512537272535	0	-0.260887046150706	-0.0593583017082446
Fbxw7	-1.26640034077746	0.197875053246478	1.66215044727041	0	0.260878466456404	0.0593583017082446
Mrps22	-2.21620059636055	-0.237450063895775	1.46427539402394	0	-0.26074800006172	-0.0593222266228486
Cog4	-1.26640034077746	0.197875053246478	1.86002550051689	0	0.260669483624522	0.0593222266228486
Cetn3	-1.38512537272535	0.197875053246478	2.01832554311408	0	0.260563886982026	0.0593089160720719
Use1	-1.22682533012817	0.197875053246478	1.54342541532253	0	0.260480106022036	0.0593089160720719
Hnrnpk	-1.06852528753098	0.197875053246478	1.42470038337464	0	0.260324988862506	0.0592745554815994
Ifitm2	-1.74130046856901	-0.197875053246478	1.22682533012817	0	-0.260269670446095	-0.0592745554815994
Aqp11	-2.49322567090562	-0.237450063895775	1.66215044727041	0	-0.26011781155714	-0.0592745554815994
Mir21	-2.13705057506196	-0.35617509584366	1.7808754792183	0	-0.260094700076119	-0.0592745554815994
Rbbp8	-2.09747556441266	-0.277025074545068	1.58300042597182	0	-0.259947904098464	-0.0592074047870001
Taf1d	-1.26640034077746	0.197875053246478	1.66215044727041	0	0.259667954195499	0.0591373748033651
Gmppb	-1.46427539402394	0.197875053246478	2.01832554311408	0	0.259547842359682	0.0591373748033651
Rnf25	-1.58300042597182	0.237450063895775	2.17662558571126	0	0.259546904678478	0.0591373748033651
Hinfp	-1.8204504898676	0.277025074545068	2.29535061765914	0	0.259531723902933	0.0591373748033651
Ankzf1	-2.25577560700985	-0.316600085194365	1.74130046856901	0	-0.259290501894186	-0.0591373748033651
Ermp1	-1.93917552181549	-0.277025074545068	1.54342541532253	0	-0.259288169586315	-0.0591373748033651
r_MuLV-int	-1.34555036207605	0.237450063895775	1.74130046856901	0	0.259264942218479	0.0591373748033651
Gm2897	-2.21620059636055	-0.277025074545068	1.58300042597182	0	-0.258869037734633	-0.0590774136951018
Dennd1b	-1.58300042597182	0.237450063895775	2.05790055376337	0	0.258867239830992	0.0590774136951018
Zfp647	-1.7808754792183	0.277025074545068	2.09747556441266	0	0.25883698760577	0.0590774136951018
Mpp2	-1.70172545791971	0.277025074545068	2.17662558571126	0	0.258715444976113	0.0590774136951018
Fbxo38	-1.30597535142675	0.197875053246478	1.8204504898676	0	0.258676919835189	0.0590774136951018
Fam63a	-1.89960051116619	-0.316600085194365	1.66215044727041	0	-0.258631976654723	-0.0590774136951018
Polr3gl	-1.89960051116619	-0.277025074545068	1.58300042597182	0	-0.258590709456335	-0.0590774136951018
Eprs	-1.22682533012817	0.197875053246478	1.58300042597182	0	0.258103728393847	0.0588434009914988
Nmb	-2.33492562830844	-0.35617509584366	1.8204504898676	0	-0.258100012889845	-0.0588434009914988
Commd2	-1.38512537272535	0.197875053246478	1.93917552181549	0	0.258016859839544	0.0588434009914988
Rab23	-1.89960051116619	-0.237450063895775	1.38512537272535	0	-0.258000175471474	-0.0588434009914988
Bcl2	-1.8204504898676	-0.277025074545068	1.42470038337464	0	-0.257862226162304	-0.0588434009914988
Shisa2	-1.66215044727042	0.237450063895775	2.17662558571126	0	0.257759927425176	0.0588434009914988
Snw1	-1.93917552181549	-0.197875053246478	1.38512537272535	0	-0.257758386302676	-0.0588434009914988
Med26	-1.58300042597182	0.237450063895775	2.21620059636055	0	0.257489272667019	0.0588434009914988
r_RLTR4_MM-int	-1.26640034077746	0.197875053246478	1.66215044727041	0	0.25746136361189	0.0588434009914988
Bop1	-1.34555036207605	0.158300042597181	2.13705057506196	0	0.257412213280054	0.0588434009914988
Snx12	-1.66215044727042	-0.237450063895775	1.34555036207605	0	-0.257358763829634	-0.0588434009914988
Hnrnpm	-1.58300042597182	-0.197875053246478	1.14767530882957	0	-0.257321787523172	-0.0588434009914988
Rsc1a1	-1.8204504898676	-0.237450063895775	1.34555036207605	0	-0.257078198660473	-0.0588077116475294
Cerk	-1.89960051116619	-0.277025074545068	1.46427539402394	0	-0.256976817506644	-0.0588077116475294
Rell1	-3.24515087324224	-0.197875053246478	1.93917552181549	0	-0.256834571472667	-0.0588077116475294
1110008J03Rik	-2.01832554311408	-0.277025074545068	1.62257543662112	0	-0.256749692298225	-0.0588077116475294
Akr7a5	-1.62257543662112	-0.237450063895775	1.34555036207605	0	-0.256719295006096	-0.0588077116475294
r_MTB	-1.46427539402394	-0.197875053246478	1.10810029818028	0	-0.256674296161356	-0.0588077116475294
Cetn2	-1.7808754792183	-0.237450063895775	1.34555036207605	0	-0.256594991826551	-0.0588077116475294
Zfp105	-2.21620059636055	-0.316600085194365	1.74130046856901	0	-0.256579700816841	-0.0588077116475294
Clcn2	-2.33492562830844	-0.277025074545068	1.70172545791971	0	-0.256261307581032	-0.0585418774247719
Zfp580	-1.93917552181549	-0.237450063895775	1.42470038337464	0	-0.255935056001535	-0.0583474418969431
Fam189b	-1.86002550051689	-0.277025074545068	1.50385040467323	0	-0.255915611305641	-0.0583474418969431
Vill	-2.41407564960703	-0.316600085194365	1.7808754792183	0	-0.255666018105876	-0.0583072487332848
r_LTR50	-1.8204504898676	-0.197875053246478	1.34555036207605	0	-0.255627247265247	-0.0583072487332848
Vmn2r29	-2.17662558571126	-0.316600085194365	1.74130046856901	0	-0.255594437668158	-0.0583072487332848
r_LTRIS_Mus	-1.34555036207605	0.197875053246478	1.86002550051689	0	0.255525227636949	0.0583072487332848
Ythdf1	-2.09747556441266	-0.395750106492957	1.58300042597182	0	-0.255060526200542	-0.0582499802005793
Gabarapl2	-1.18725031947887	0.197875053246478	1.58300042597182	0	0.255009035218152	0.0582499802005793
Hmgxb3	-1.7808754792183	-0.277025074545068	1.50385040467323	0	-0.25488291960154	-0.0582499802005793
Cenpi	-2.09747556441266	-0.277025074545068	1.66215044727041	0	-0.254844934814273	-0.0582499802005793
C2cd3	-1.62257543662112	0.197875053246478	2.37450063895773	0	0.25482847675718	0.0582499802005793
r_(CTA)n	-2.37450063895773	-0.316600085194365	1.74130046856901	0	-0.254828192702621	-0.0582499802005793
Foxp2	-1.66215044727042	0.197875053246478	2.49322567090562	0	0.254768236386793	0.0582499802005793
Zfp775	-1.62257543662112	0.197875053246478	2.37450063895773	0	0.254764478685569	0.0582499802005793
Ube2a	-1.58300042597182	-0.197875053246478	1.14767530882957	0	-0.25461726039868	-0.0581824885008333
Bace2	-1.8204504898676	0.237450063895775	2.6911007241521	0	0.254467514482155	0.0581120770572177
AI837181	-1.26640034077746	0.197875053246478	1.7808754792183	0	0.254345028249006	0.0580732172918631
1600012F09Rik	-1.34555036207605	0.197875053246478	1.8204504898676	0	0.254183480478988	0.0579891589812043
BC016423	-1.70172545791971	-0.277025074545068	1.46427539402394	0	-0.253994626977257	-0.0578735118110913
Slc39a9	-1.7808754792183	-0.237450063895775	1.38512537272535	0	-0.253739516451704	-0.0577046299681664
Hspa1b	-1.46427539402394	0.197875053246478	1.97875053246478	0	0.253613269412077	0.0577046299681664
Ghdc	-1.46427539402394	0.197875053246478	2.01832554311408	0	0.253581917815112	0.0577046299681664
Ikbke	-1.93917552181549	-0.316600085194365	1.66215044727041	0	-0.253433794054083	-0.0576882254596305
Rqcd1	-1.34555036207605	0.197875053246478	1.74130046856901	0	0.25338990578365	0.0576882254596305
Sox12	-1.46427539402394	0.197875053246478	1.93917552181549	0	0.253221034621845	0.0575957360919478
Ide	-1.26640034077746	0.197875053246478	1.7808754792183	0	0.253075870172559	0.057570895779401
Helq	-2.13705057506196	-0.316600085194365	1.74130046856901	0	-0.252972525731691	-0.057570895779401
Ints2	-1.7808754792183	-0.277025074545068	1.46427539402394	0	-0.252929678000367	-0.057570895779401
Mpnd	-1.7808754792183	-0.237450063895775	1.34555036207605	0	-0.252843900956502	-0.057570895779401
Fam33a	-1.54342541532253	0.237450063895775	2.09747556441266	0	0.25260641314392	0.0574274287463945
Ppp1cc	-1.54342541532253	-0.197875053246478	1.14767530882957	0	-0.252542010665924	-0.0574274287463945
Cdk11b	-1.54342541532253	-0.197875053246478	1.14767530882957	0	-0.25208579164524	-0.0570784876947121
Hadh	-1.66215044727042	-0.197875053246478	1.22682533012817	0	-0.251909992365656	-0.0570784876947121
Ophn1	-2.37450063895773	-0.316600085194365	2.01832554311408	0	-0.251908386279424	-0.0570784876947121
Gtf2e2	-1.26640034077746	0.197875053246478	1.62257543662112	0	0.251884533357596	0.0570784876947121
Rpp21	-1.7808754792183	-0.237450063895775	1.42470038337464	0	-0.251791305041209	-0.0570735127501503
Per3	-1.70172545791971	0.277025074545068	2.09747556441266	0	0.251139688345229	0.0565753679155875
Sharpin	-1.46427539402394	0.158300042597181	2.21620059636055	0	0.251065471893508	0.0565753679155875
BC002230	-2.21620059636055	-0.237450063895775	1.62257543662112	0	-0.250925520937364	-0.0565753679155875
Lum	-2.33492562830844	-0.237450063895775	1.66215044727041	0	-0.250866818028454	-0.0565753679155875
1600002H07Rik	-2.25577560700985	-0.277025074545068	1.70172545791971	0	-0.250849794452795	-0.0565753679155875
Tmub2	-1.66215044727042	-0.237450063895775	1.34555036207605	0	-0.25066088565138	-0.0565753679155875
Mrps7	-1.22682533012817	0.197875053246478	1.62257543662112	0	0.250546325227879	0.0565753679155875
Grem2	-1.62257543662112	0.237450063895775	2.05790055376337	0	0.250455422244913	0.0565753679155875
Tshz2	-1.42470038337464	0.197875053246478	2.01832554311408	0	0.250452129830862	0.0565753679155875
Bod1	-1.66215044727042	-0.237450063895775	1.30597535142675	0	-0.250393540191068	-0.0565753679155875
AI414108	-1.38512537272535	0.197875053246478	1.89960051116619	0	0.250314520523873	0.0565753679155875
Flt1	-1.46427539402394	0.197875053246478	2.41407564960703	0	0.25013533995917	0.0565753679155875
Hmg1l1	-1.70172545791971	-0.197875053246478	1.26640034077746	0	-0.250099944553377	-0.0565753679155875
Lsm12	-1.22682533012817	0.197875053246478	1.58300042597182	0	0.250018385482898	0.0565753679155875
Prkag1	-1.22682533012817	0.197875053246478	1.62257543662112	0	0.250001278557881	0.0565753679155875
Acly	-1.10810029818028	0.158300042597181	1.46427539402394	0	0.249937442392649	0.0565753679155875
2310003F16Rik	-1.14767530882957	0.197875053246478	1.46427539402394	0	0.249730341286752	0.0565396669840861
Lyrm5	-1.22682533012817	0.158300042597181	1.74130046856901	0	0.249667743159074	0.0565396669840861
Znhit2-ps	-1.66215044727042	-0.237450063895775	1.34555036207605	0	-0.249552212134798	-0.0565396669840861
P2rx4	-1.30597535142675	0.158300042597181	1.89960051116619	0	0.24953801853069	0.0565396669840861
Vps16	-2.01832554311408	-0.237450063895775	1.54342541532253	0	-0.249347252184608	-0.0565396669840861
Fzd4	-2.49322567090562	-0.316600085194365	1.8204504898676	0	-0.249292877300601	-0.0565396669840861
Zfp52	-1.97875053246478	-0.237450063895775	1.50385040467323	0	-0.249284127800167	-0.0565396669840861
9930021J03Rik	-1.34555036207605	0.158300042597181	1.93917552181549	0	0.2488646783134	0.0561580878046004
Zfp707	-1.97875053246478	0.316600085194365	2.45365066025633	0	0.248548218479321	0.0558954252646108
Rbm16	-1.86002550051689	-0.237450063895775	1.42470038337464	0	-0.248340386346211	-0.0558032379088256
Numa1	-1.30597535142675	0.197875053246478	1.66215044727041	0	0.248290477638039	0.0558032379088256
Ppp1r7	-1.34555036207605	0.197875053246478	1.74130046856901	0	0.248122923105025	0.0557124990447133
Il10rb	-1.74130046856901	-0.277025074545068	1.54342541532253	0	-0.247852255217389	-0.0555063602831547
Tmem90b	-2.29535061765914	-0.35617509584366	1.89960051116619	0	-0.247766425459348	-0.0555063602831547
Uqcrb	-1.7808754792183	-0.197875053246478	1.26640034077746	0	-0.247609942121975	-0.0554284233077432
Rps6ka4	-1.22682533012817	0.158300042597181	1.8204504898676	0	0.247197137346386	0.0550546912481227
Ston2	-2.13705057506196	-0.237450063895775	1.62257543662112	0	-0.246991408940471	-0.0549199539545698
Smarcd1	-1.8204504898676	-0.197875053246478	1.34555036207605	0	-0.246808691961696	-0.0548117827772237
Slc26a11	-2.13705057506196	-0.316600085194365	1.70172545791971	0	-0.246445201465853	-0.0546609799243491
Stip1	-1.50385040467323	-0.197875053246478	1.10810029818028	0	-0.246403535050325	-0.0546609799243491
Cdk17	-1.66215044727042	-0.197875053246478	1.26640034077746	0	-0.246133527114896	-0.0546609799243491
Vash2	-1.58300042597182	0.197875053246478	2.21620059636055	0	0.245962899954705	0.0546609799243491
r_(CACTG)n	-2.13705057506196	-0.237450063895775	1.54342541532253	0	-0.24588179980674	-0.0546609799243491
r_RMER20A	-1.93917552181549	-0.237450063895775	1.38512537272535	0	-0.245653472886674	-0.0546609799243491
Plxna2	-2.01832554311408	-0.435325117142251	2.21620059636055	0	-0.245613833471668	-0.0546609799243491
Alkbh2	-1.97875053246478	-0.237450063895775	1.50385040467323	0	-0.245610674399617	-0.0546609799243491
Ppip5k1	-2.09747556441266	-0.277025074545068	1.70172545791971	0	-0.245590351529362	-0.0546609799243491
Kdr	-2.29535061765914	-0.316600085194365	2.53280068155492	0	-0.245445166007111	-0.0546609799243491
Exosc3	-1.97875053246478	-0.237450063895775	1.54342541532253	0	-0.245427522618903	-0.0546609799243491
Ccdc24	-2.65152571350281	-0.237450063895775	1.86002550051689	0	-0.245418712109742	-0.0546609799243491
Commd5	-1.50385040467323	0.197875053246478	2.25577560700985	0	0.245414425574747	0.0546609799243491
Bptf	-1.54342541532253	-0.197875053246478	1.14767530882957	0	-0.245144949233577	-0.0546609799243491
Dmd	-1.42470038337464	0.197875053246478	1.97875053246478	0	0.245102212698628	0.0546609799243491
2610029I01Rik	-1.46427539402394	0.197875053246478	1.97875053246478	0	0.245006545514079	0.0546609799243491
BC053749	-2.29535061765914	-0.277025074545068	1.70172545791971	0	-0.244848624943184	-0.0546609799243491
Lcorl	-1.74130046856901	0.237450063895775	3.08685083064506	0	0.244712056121039	0.0546609799243491
Cept1	-1.34555036207605	0.197875053246478	1.8204504898676	0	0.244625793047711	0.0546609799243491
Gle1	-1.50385040467323	0.197875053246478	2.05790055376337	0	0.244610610154112	0.0546609799243491
Cdc23	-1.22682533012817	0.158300042597181	1.66215044727041	0	0.244601502677253	0.0546609799243491
Erbb2	-1.54342541532253	0.197875053246478	2.53280068155492	0	0.244586605543828	0.0546609799243491
Rnf126	-1.7808754792183	-0.277025074545068	1.46427539402394	0	-0.244569847964153	-0.0546609799243491
Nup155	-1.86002550051689	-0.237450063895775	1.42470038337464	0	-0.244473279815816	-0.0546609799243491
r_RLTR10B2	-2.09747556441266	-0.237450063895775	1.58300042597182	0	-0.244362005375014	-0.0546609799243491
Chml	-1.42470038337464	0.197875053246478	1.93917552181549	0	0.244157481936858	0.0546609799243491
Gas2l3	-2.53280068155492	-0.197875053246478	1.58300042597182	0	-0.244123289973211	-0.0546609799243491
r_MT2_Mm	-1.66215044727042	-0.197875053246478	1.22682533012817	0	-0.244035572209504	-0.0546609799243491
Shb	-1.7808754792183	-0.316600085194365	1.62257543662112	0	-0.243922060485336	-0.0546609799243491
Ncbp2	-1.50385040467323	-0.197875053246478	1.10810029818028	0	-0.243860610221025	-0.0546609799243491
Trib3	-2.05790055376337	-0.197875053246478	1.46427539402394	0	-0.243767993898509	-0.0546609799243491
Bcl7b	-1.66215044727042	-0.197875053246478	1.30597535142675	0	-0.243666582934015	-0.0546609799243491
Ccdc25	-1.30597535142675	0.197875053246478	1.74130046856901	0	0.243661148037772	0.0546609799243491
Gss	-1.38512537272535	0.197875053246478	1.86002550051689	0	0.243653484466626	0.0546609799243491
Fndc4	-1.66215044727042	0.197875053246478	2.37450063895773	0	0.243367192672176	0.0544337225946829
Kif14	-2.13705057506196	-0.237450063895775	1.58300042597182	0	-0.243222363892932	-0.0543693653928796
Pask	-2.09747556441266	-0.316600085194365	2.13705057506196	0	-0.243117566487644	-0.0543556875290574
Hist1h4m	-1.62257543662112	0.237450063895775	2.09747556441266	0	0.243032614858083	0.0543556875290574
Traf6	-1.50385040467323	0.237450063895775	2.05790055376337	0	0.242844625776778	0.0542416543965528
Arl16	-1.26640034077746	0.158300042597181	1.7808754792183	0	0.242538740091986	0.0540931397244407
Gnpnat1	-1.70172545791971	-0.197875053246478	1.30597535142675	0	-0.242537731063157	-0.0540931397244407
Eif2b5	-1.26640034077746	0.197875053246478	1.62257543662112	0	0.24198238490219	0.0535950233066901
Adam17	-1.8204504898676	-0.237450063895775	1.34555036207605	0	-0.241927073459598	-0.0535950233066901
Pdxk	-1.62257543662112	0.237450063895775	2.05790055376337	0	0.241640306873631	0.053367359713809
Gtf3c4	-1.26640034077746	0.197875053246478	1.66215044727041	0	0.241261590452292	0.053251926961855
Pgm2	-1.26640034077746	0.158300042597181	1.7808754792183	0	0.24103506122049	0.053251926961855
Mapk7	-1.8204504898676	-0.237450063895775	1.46427539402394	0	-0.240815044190376	-0.053251926961855
R74862	-1.38512537272535	0.118725031947887	2.33492562830844	0	0.240665953958159	0.053251926961855
r_ORR1B1	-1.97875053246478	-0.55405014909014	1.7808754792183	0	-0.240637718186136	-0.053251926961855
Ap1ar	-1.46427539402394	0.118725031947887	2.61195070285351	0	0.240631614306015	0.053251926961855
3110001I22Rik	-1.8204504898676	0.277025074545068	2.21620059636055	0	0.240572190607108	0.053251926961855
Spata6	-1.34555036207605	0.197875053246478	1.8204504898676	0	0.240570517886882	0.053251926961855
D630042F21Rik	-2.41407564960703	-0.277025074545068	1.7808754792183	0	-0.240552887195204	-0.053251926961855
Plcb3	-1.42470038337464	0.197875053246478	2.05790055376337	0	0.240532014244325	0.053251926961855
Gtl3	-2.05790055376337	-0.277025074545068	1.62257543662112	0	-0.240506974775595	-0.053251926961855
Galt	-1.89960051116619	-0.237450063895775	1.46427539402394	0	-0.240225466727717	-0.053251926961855
Slc37a2	-2.17662558571126	-0.316600085194365	2.01832554311408	0	-0.239963451217673	-0.053251926961855
Cdh26	-1.97875053246478	0.35617509584366	2.21620059636055	0	0.239889846106674	0.053251926961855
Suclg2	-1.58300042597182	-0.197875053246478	1.18725031947887	0	-0.239753405550771	-0.053251926961855
Anxa4	-1.70172545791971	0.237450063895775	2.37450063895773	0	0.23974048252986	0.053251926961855
Cnih4	-1.70172545791971	-0.237450063895775	1.34555036207605	0	-0.239597946119155	-0.053251926961855
Trove2	-1.26640034077746	0.197875053246478	1.66215044727041	0	0.239554875332785	0.053251926961855
Mettl4	-1.97875053246478	0.316600085194365	2.25577560700985	0	0.239541401116046	0.053251926961855
Maz	-1.10810029818028	0.158300042597181	1.50385040467323	0	0.239410764406922	0.053251926961855
Ubl5	-1.14767530882957	0.158300042597181	1.46427539402394	0	0.239348595868203	0.053251926961855
Rnf170	-1.54342541532253	0.237450063895775	2.05790055376337	0	0.239348529941544	0.053251926961855
Cd47	-1.89960051116619	-0.316600085194365	1.66215044727041	0	-0.239062981022116	-0.053251926961855
Sfmbt2	-2.21620059636055	-0.316600085194365	1.89960051116619	0	-0.238889975085748	-0.053251926961855
Zbtb24	-1.89960051116619	-0.237450063895775	1.46427539402394	0	-0.238726704309499	-0.053251926961855
Ppp2r1b	-1.38512537272535	0.158300042597181	2.01832554311408	0	0.238710381538058	0.053251926961855
Hars	-1.18725031947887	0.158300042597181	1.58300042597182	0	0.238573365469036	0.053251926961855
Tpra1	-1.34555036207605	0.158300042597181	1.86002550051689	0	0.238555730953679	0.053251926961855
Ints9	-1.93917552181549	-0.237450063895775	1.46427539402394	0	-0.238513297642499	-0.053251926961855
Maneal	-2.37450063895773	-0.277025074545068	1.74130046856901	0	-0.238485746542446	-0.053251926961855
Plscr2	-1.62257543662112	0.158300042597181	2.53280068155492	0	0.238218874196332	0.053251926961855
Kbtbd7	-1.54342541532253	0.197875053246478	2.13705057506196	0	0.238173653839743	0.053251926961855
Zbtb8a	-1.70172545791971	0.237450063895775	2.17662558571126	0	0.237946370385995	0.053251926961855
Cbr4	-1.54342541532253	0.197875053246478	2.01832554311408	0	0.237918486377409	0.053251926961855
Mettl1	-1.54342541532253	0.197875053246478	2.09747556441266	0	0.237854566717601	0.053251926961855
Antxr2	-1.86002550051689	-0.277025074545068	1.62257543662112	0	-0.23783535159275	-0.053251926961855
9330129D05Rik	-1.7808754792183	0.316600085194365	1.97875053246478	0	0.23781936658207	0.053251926961855
Bat2l2	-1.22682533012817	0.158300042597181	1.66215044727041	0	0.237725262949348	0.053251926961855
Otud1	-2.21620059636055	-0.316600085194365	2.29535061765914	0	-0.237712614063845	-0.053251926961855
r_(TTAA)n	-1.54342541532253	0.237450063895775	2.05790055376337	0	0.237656344126661	0.053251926961855
Acot2	-2.01832554311408	-0.277025074545068	1.8204504898676	0	-0.237389801859606	-0.053251926961855
r_MER68	-1.54342541532253	0.237450063895775	1.86002550051689	0	0.237372914253629	0.053251926961855
Clip4	-1.93917552181549	-0.316600085194365	2.53280068155492	0	-0.237357513225639	-0.053251926961855
Fam86	-1.97875053246478	-0.277025074545068	1.70172545791971	0	-0.237319360242951	-0.053251926961855
1110032A13Rik	-1.54342541532253	0.237450063895775	1.93917552181549	0	0.237221622940619	0.053251926961855
Gm5088	-2.17662558571126	-0.277025074545068	1.70172545791971	0	-0.237210063750497	-0.053251926961855
Sp1	-1.89960051116619	-0.277025074545068	1.54342541532253	0	-0.237207284772813	-0.053251926961855
Mlkl	-2.25577560700985	-0.237450063895775	1.74130046856901	0	-0.237120658559734	-0.053251926961855
Klhl18	-1.7808754792183	0.237450063895775	2.21620059636055	0	0.237096330671293	0.053251926961855
Sap18	-1.22682533012817	0.158300042597181	1.62257543662112	0	0.237013985588943	0.053251926961855
AI462493	-1.70172545791971	-0.197875053246478	1.26640034077746	0	-0.236762471886269	-0.053251926961855
Rgnef	-1.26640034077746	0.118725031947887	2.05790055376337	0	0.236691374054513	0.053251926961855
Rod1	-1.22682533012817	0.158300042597181	1.58300042597182	0	0.236667715391009	0.053251926961855
Dhx36	-1.42470038337464	0.197875053246478	1.89960051116619	0	0.236655783201247	0.053251926961855
Ranbp6	-1.58300042597182	0.197875053246478	2.21620059636055	0	0.236597829296783	0.053251926961855
Mtmr1	-1.74130046856901	-0.237450063895775	1.38512537272535	0	-0.236419546225638	-0.053251926961855
BC023829	-1.8204504898676	0.277025074545068	2.37450063895773	0	0.236330660959732	0.053251926961855
Fgfrl1	-1.30597535142675	0.197875053246478	1.8204504898676	0	0.236167015732305	0.053251926961855
Cct6a	-1.10810029818028	0.158300042597181	1.42470038337464	0	0.236146780788442	0.053251926961855
Gm8801	-1.42470038337464	0.197875053246478	1.89960051116619	0	0.236130858922714	0.053251926961855
Pth2r	-2.05790055376337	0.35617509584366	2.37450063895773	0	0.236115615830432	0.053251926961855
Lyar	-1.8204504898676	-0.197875053246478	1.34555036207605	0	-0.235752691018544	-0.0529788668025414
Cspp1	-1.46427539402394	0.197875053246478	1.93917552181549	0	0.235699699276185	0.0529788668025414
Nup35	-1.97875053246478	-0.237450063895775	1.54342541532253	0	-0.235106268705496	-0.0529685040320073
r_SYNREP_MM	-2.96812579869717	0.316600085194365	2.53280068155492	0	0.235035208258752	0.0529685040320073
Slc35a4	-1.38512537272535	0.197875053246478	1.7808754792183	0	0.234903014147491	0.0529685040320073
Eif3e	-1.14767530882957	0.158300042597181	1.50385040467323	0	0.234828323909253	0.0529685040320073
r_Lx5	-1.14767530882957	0.158300042597181	1.46427539402394	0	0.234784722192369	0.0529685040320073
Tspyl3	-2.77025074545069	-0.316600085194365	2.25577560700985	0	-0.234760641110655	-0.0529685040320073
Csnk2a1	-1.18725031947887	0.158300042597181	1.50385040467323	0	0.234705693992736	0.0529685040320073
Abi2	-2.29535061765914	-0.197875053246478	1.62257543662112	0	-0.234649395789189	-0.0529685040320073
Mbd3	-1.46427539402394	-0.158300042597181	1.10810029818028	0	-0.234585492343721	-0.0529685040320073
Rbm28	-1.62257543662112	-0.197875053246478	1.26640034077746	0	-0.234527257555543	-0.0529685040320073
Rsf1	-1.46427539402394	0.197875053246478	1.89960051116619	0	0.234496989229414	0.0529685040320073
r_IAPEz-int	-1.26640034077746	0.197875053246478	1.62257543662112	0	0.234410866001473	0.0529685040320073
Mki67	-2.6911007241521	-0.197875053246478	1.74130046856901	0	-0.234334156930312	-0.0529685040320073
Glg1	-1.46427539402394	0.197875053246478	2.09747556441266	0	0.234310115678959	0.0529685040320073
Zcchc17	-1.22682533012817	0.158300042597181	1.62257543662112	0	0.23430541061453	0.0529685040320073
Gm16515	-2.09747556441266	-0.35617509584366	1.86002550051689	0	-0.234268829067226	-0.0529685040320073
Itgb8	-1.86002550051689	0.237450063895775	2.37450063895773	0	0.234095413556592	0.0528716574722146
Taf3	-1.7808754792183	-0.237450063895775	1.46427539402394	0	-0.233714509549443	-0.0526061984525224
5730469M10Rik	-2.29535061765914	-0.237450063895775	1.66215044727041	0	-0.233603583599574	-0.0526061984525224
Slc7a11	-2.37450063895773	0.277025074545068	2.17662558571126	0	0.23352402331787	0.0526061984525224
BC026585	-1.93917552181549	0.277025074545068	2.25577560700985	0	0.233508162896999	0.0526061984525224
Tlcd1	-1.70172545791971	0.237450063895775	2.33492562830844	0	0.233190088033965	0.0524202856213668
Ap1b1	-1.30597535142675	0.197875053246478	1.58300042597182	0	0.233168053343459	0.0524202856213668
Mfsd8	-2.09747556441266	-0.237450063895775	1.62257543662112	0	-0.232927231577515	-0.0523766352166943
Mgst3	-2.01832554311408	-0.197875053246478	1.50385040467323	0	-0.232909850614657	-0.0523766352166943
Tk2	-1.46427539402394	0.197875053246478	1.89960051116619	0	0.23286332518613	0.0523766352166943
Prpf18	-1.8204504898676	-0.237450063895775	1.54342541532253	0	-0.23274373269418	-0.0523414633623618
Galns	-1.66215044727042	0.237450063895775	2.01832554311408	0	0.232451745551204	0.0521972085067805
Blvra	-1.86002550051689	-0.237450063895775	1.46427539402394	0	-0.232433482103231	-0.0521972085067805
Sp6	-2.13705057506196	0.277025074545068	2.53280068155492	0	0.232125516741432	0.0521972085067805
Mustn1	-1.7808754792183	0.197875053246478	2.41407564960703	0	0.23208901297359	0.0521972085067805
