"gene_short_name" "biotype" "num_cells_expressed" "use_for_ordering"
"ENSG00000241991.1" "RP11-95I19.2" "pseudogene" 2 FALSE
"ENSG00000241993.1" "RP11-505J9.1" "pseudogene" 0 FALSE
"ENSG00000242001.1" "GS1-388B5.1" "pseudogene" 0 FALSE
"ENSG00000242009.1" "RP11-359D24.1" "lincRNA" 0 FALSE
"ENSG00000242010.1" "RP11-287A8.6" "processed_transcript" 2 FALSE
"ENSG00000242012.1" "RP11-338L18.1" "lincRNA" 0 FALSE
"ENSG00000242013.4" "USP27X" "protein_coding" 9 FALSE
"ENSG00000242017.1" "ALG1L15P" "pseudogene" 0 FALSE
"ENSG00000242019.1" "KIR3DL3" "protein_coding" 0 FALSE
"ENSG00000242021.1" "RP11-268G12.3" "lincRNA" 0 FALSE
"ENSG00000242026.1" "RP11-239L20.4" "pseudogene" 0 FALSE
"ENSG00000242028.1" "HYPK,SERF2" "protein_coding" 295 FALSE
"ENSG00000242029.1" "RP11-457K10.1" "lincRNA" 0 FALSE
"ENSG00000242034.1" "RP11-1396O13.1" "pseudogene" 1 FALSE
"ENSG00000242036.1" "RP11-603B13.1" "pseudogene" 0 FALSE
"ENSG00000242041.1" "RP11-70F11.2" "pseudogene" 0 FALSE
"ENSG00000242042.1" "RP11-690C23.2" "processed_transcript" 0 FALSE
"ENSG00000242048.2" "RP13-452N2.1" "processed_transcript" 0 FALSE
"ENSG00000242049.1" "DNAJB8-AS1" "antisense" 0 FALSE
"ENSG00000242052.1" "RP11-190C22.1" "pseudogene" 0 FALSE
"ENSG00000242058.2" "RPS4XP19" "pseudogene" 0 FALSE
"ENSG00000242060.1" "RPS3AP49" "pseudogene" 0 FALSE
"ENSG00000242061.1" "CTD-2555K7.1" "pseudogene" 0 FALSE
"ENSG00000242062.1" "MARK2P6" "pseudogene" 0 FALSE
"ENSG00000242067.1" "RPL9P28" "pseudogene" 0 FALSE
"ENSG00000242068.1" "RP11-259P15.4" "pseudogene" 6 FALSE
"ENSG00000242070.1" "NPM1P17" "pseudogene" 0 FALSE
"ENSG00000242071.2" "RPL7AP6" "pseudogene" 227 FALSE
"ENSG00000242072.1" "RP11-458K10.1" "lincRNA" 0 FALSE
"ENSG00000242073.2" "AC006014.7" "pseudogene" 7 FALSE
"ENSG00000242078.1" "RP11-738B7.1" "lincRNA" 0 FALSE
"ENSG00000242080.1" "CTC-550M4.1" "pseudogene" 0 FALSE
"ENSG00000242082.1" "RP1-90G24.10" "processed_transcript" 0 FALSE
"ENSG00000242083.2" "RPL7AP31" "pseudogene" 1 FALSE
"ENSG00000242085.1" "RPS20P33" "pseudogene" 11 FALSE
"ENSG00000242086.3" "AC069513.3" "lincRNA" 150 FALSE
"ENSG00000242087.2" "RPL36AP41" "pseudogene" 33 FALSE
"ENSG00000242088.1" "AC090602.2" "pseudogene" 35 FALSE
"ENSG00000242094.1" "FOXP1-IT1" "sense_intronic" 8 FALSE
"ENSG00000242097.1" "RP11-64D22.1" "pseudogene" 0 FALSE
"ENSG00000242100.2" "RPL9P32" "pseudogene" 112 FALSE
"ENSG00000242103.1" "RP11-10G15.4" "pseudogene" 0 FALSE
"ENSG00000242104.3" "RP11-340E6.1" "lincRNA" 0 FALSE
"ENSG00000242109.1" "NPM1P23" "pseudogene" 0 FALSE
"ENSG00000242110.3" "AMACR" "protein_coding" 43 FALSE
"ENSG00000242111.1" "RP11-86L19.2" "pseudogene" 0 FALSE
"ENSG00000242114.1" "MTFP1" "protein_coding" 73 FALSE
"ENSG00000242115.1" "PRSS3P3" "pseudogene" 0 FALSE
"ENSG00000242119.1" "RP11-312P21.2" "pseudogene" 0 FALSE
"ENSG00000242120.2" "RP11-231I13.2" "antisense" 0 FALSE
"ENSG00000242123.1" "RP11-51L5.1" "pseudogene" 0 FALSE
"ENSG00000242125.1" "SNHG3" "processed_transcript" 279 FALSE
"ENSG00000242128.1" "AC079767.2" "processed_transcript" 32 FALSE
"ENSG00000242134.2" "RPL5P13" "pseudogene" 18 FALSE
"ENSG00000242135.2" "CTD-2184C24.1" "pseudogene" 0 FALSE
"ENSG00000242136.1" "RP11-734K21.2" "processed_transcript" 0 FALSE
"ENSG00000242137.1" "RPL11P5" "pseudogene" 0 FALSE
"ENSG00000242140.1" "RP11-262M14.2" "pseudogene" 0 FALSE
"ENSG00000242142.1" "SERBP1P3" "pseudogene" 0 FALSE
"ENSG00000242145.1" "RP11-520D19.1" "lincRNA" 0 FALSE
"ENSG00000242147.1" "RP13-463N16.6" "lincRNA" 4 FALSE
"ENSG00000242150.2" "RP11-134G8.6" "pseudogene" 15 FALSE
"ENSG00000242151.1" "CTD-2501O3.3" "pseudogene" 0 FALSE
"ENSG00000242152.1" "RP11-639F1.3" "pseudogene" 0 FALSE
"ENSG00000242153.2" "OFD1P6Y" "pseudogene" 0 FALSE
"ENSG00000242154.1" "RP4-778K6.3" "antisense" 8 FALSE
"ENSG00000242156.1" "AC000041.8" "pseudogene" 0 FALSE
"ENSG00000242159.1" "RP11-356O23.1" "pseudogene" 0 FALSE
"ENSG00000242162.1" "RP11-128A6.3" "pseudogene" 0 FALSE
"ENSG00000242163.1" "RP11-299L17.1" "pseudogene" 0 FALSE
"ENSG00000242169.2" "RP11-219G10.1" "pseudogene" 1 FALSE
"ENSG00000242173.4" "ARHGDIG" "protein_coding" 0 FALSE
"ENSG00000242176.1" "RPL39P31" "pseudogene" 0 FALSE
"ENSG00000242178.1" "MTND4P17" "pseudogene" 0 FALSE
"ENSG00000242180.2" "OR51B5" "protein_coding" 0 FALSE
"ENSG00000242185.2" "CT45A2" "protein_coding" 0 FALSE
"ENSG00000242186.1" "AC002523.1" "pseudogene" 0 FALSE
"ENSG00000242190.1" "RP11-142L1.1" "lincRNA" 0 FALSE
"ENSG00000242193.4" "RP11-568K15.1" "pseudogene" 22 FALSE
"ENSG00000242194.1" "RP11-56D16.8" "processed_transcript" 0 FALSE
"ENSG00000242195.1" "SRRM1P2" "pseudogene" 0 FALSE
"ENSG00000242197.2" "RP11-588L15.1" "pseudogene" 0 FALSE
"ENSG00000242198.1" "CTD-2235C13.1" "pseudogene" 4 FALSE
"ENSG00000242199.1" "RP11-71H17.1" "pseudogene" 1 FALSE
"ENSG00000242206.2" "RPS26P35" "pseudogene" 0 FALSE
"ENSG00000242207.1" "HOXB-AS4" "antisense" 0 FALSE
"ENSG00000242208.1" "RPL5P29" "pseudogene" 0 FALSE
"ENSG00000242209.1" "AC006445.6" "pseudogene" 0 FALSE
"ENSG00000242214.1" "MTND3P6" "pseudogene" 0 FALSE
"ENSG00000242220.1" "TCP10L" "protein_coding" 3 FALSE
"ENSG00000242221.4" "PSG2" "protein_coding" 0 FALSE
"ENSG00000242222.1" "RP11-237P21.1" "pseudogene" 0 FALSE
"ENSG00000242229.1" "RPS3AP14" "pseudogene" 0 FALSE
"ENSG00000242242.1" "PVRL3-AS1" "antisense" 3 FALSE
"ENSG00000242244.1" "ATP5G1P3" "pseudogene" 0 FALSE
"ENSG00000242246.2" "RP11-331O9.2" "pseudogene" 0 FALSE
"ENSG00000242247.6" "ARFGAP3" "protein_coding" 282 FALSE
"ENSG00000242248.2" "RPL7AP57" "pseudogene" 0 FALSE
"ENSG00000242252.1" "BGLAP" "protein_coding" 23 FALSE
"ENSG00000242255.1" "RPL39P34" "pseudogene" 9 FALSE
"ENSG00000242258.1" "RP11-511P7.2" "processed_transcript" 0 FALSE
"ENSG00000242259.3" "C22orf39" "protein_coding" 118 FALSE
"ENSG00000242261.1" "RP11-62J1.3" "pseudogene" 62 FALSE
"ENSG00000242262.1" "RP11-100N21.1" "pseudogene" 20 FALSE
"ENSG00000242265.1" "PEG10" "protein_coding" 139 TRUE
"ENSG00000242267.2" "SKINTL" "pseudogene" 130 FALSE
"ENSG00000242268.2" "RP11-368I23.2" "lincRNA" 0 FALSE
"ENSG00000242272.1" "AK2P2" "pseudogene" 1 FALSE
"ENSG00000242276.2" "RPL5P3" "pseudogene" 0 FALSE
"ENSG00000242278.1" "RP11-382N13.1" "pseudogene" 0 FALSE
"ENSG00000242279.1" "RP11-659G9.1" "pseudogene" 0 FALSE
"ENSG00000242280.1" "RP4-669B10.4" "pseudogene" 0 FALSE
"ENSG00000242282.2" "AC108488.4" "processed_transcript" 32 FALSE
"ENSG00000242284.2" "CT45A5" "protein_coding" 0 FALSE
"ENSG00000242285.1" "RPL6P8" "pseudogene" 0 FALSE
"ENSG00000242286.1" "DMD-AS2" "antisense" 1 FALSE
"ENSG00000242288.5" "RP11-464F9.1" "processed_transcript" 57 FALSE
"ENSG00000242290.1" "RP11-197K3.1" "lincRNA" 3 FALSE
"ENSG00000242291.1" "RPL36AP51" "pseudogene" 0 FALSE
"ENSG00000242292.2" "CTD-2282P23.1" "pseudogene" 0 FALSE
"ENSG00000242293.1" "RP11-226F19.1" "pseudogene" 1 FALSE
"ENSG00000242294.1" "CTB-161A2.3" "pseudogene" 34 FALSE
"ENSG00000242295.1" "RP11-522B15.1" "pseudogene" 0 FALSE
"ENSG00000242296.2" "DEFB109P1" "pseudogene" 1 FALSE
"ENSG00000242299.1" "RP11-234A1.1" "pseudogene" 197 FALSE
"ENSG00000242300.1" "RBMY2EP" "processed_transcript" 0 FALSE
"ENSG00000242301.1" "RP11-93P10.3" "pseudogene" 0 FALSE
"ENSG00000242307.1" "RPS26P52" "pseudogene" 2 FALSE
"ENSG00000242308.2" "RP11-572C15.3" "pseudogene" 0 FALSE
"ENSG00000242314.1" "RP11-428G5.2" "pseudogene" 0 FALSE
"ENSG00000242317.1" "RP11-875H7.5" "lincRNA" 0 FALSE
"ENSG00000242318.1" "RP11-810D13.1" "pseudogene" 9 FALSE
"ENSG00000242320.2" "RPL21P126" "pseudogene" 0 FALSE
"ENSG00000242321.1" "RP11-117F22.1" "pseudogene" 1 FALSE
"ENSG00000242324.1" "RP4-576H24.2" "pseudogene" 0 FALSE
"ENSG00000242325.1" "RPS12P31" "pseudogene" 3 FALSE
"ENSG00000242326.1" "RP11-12N13.2" "pseudogene" 0 FALSE
"ENSG00000242327.1" "CTD-2184D3.1" "pseudogene" 0 FALSE
"ENSG00000242329.1" "RP11-59H1.1" "pseudogene" 0 FALSE
"ENSG00000242337.1" "TFP1" "pseudogene" 3 FALSE
"ENSG00000242338.2" "BMS1P4" "pseudogene" 21 FALSE
"ENSG00000242339.1" "RP11-735B13.2" "lincRNA" 2 FALSE
"ENSG00000242349.1" "NPPA-AS1" "antisense" 16 FALSE
"ENSG00000242352.2" "RP11-403I13.6" "pseudogene" 0 FALSE
"ENSG00000242353.1" "RP4-710M3.1" "pseudogene" 0 FALSE
"ENSG00000242357.1" "RP11-809C18.1" "processed_transcript" 0 FALSE
"ENSG00000242358.1" "RPS21P4" "pseudogene" 9 FALSE
"ENSG00000242362.1" "CT47A2" "protein_coding" 0 FALSE
"ENSG00000242364.1" "RP11-451J24.1" "pseudogene" 0 FALSE
"ENSG00000242365.1" "CTD-2053J20.1" "pseudogene" 0 FALSE
"ENSG00000242366.1" "UGT1A8" "protein_coding" 0 FALSE
"ENSG00000242370.1" "KCNAB1-AS1" "antisense" 0 FALSE
"ENSG00000242372.2" "EIF6" "protein_coding" 327 FALSE
"ENSG00000242375.1" "RP11-498P14.3" "processed_transcript" 0 FALSE
"ENSG00000242384.3" "TBC1D3H" "protein_coding" 0 FALSE
"ENSG00000242385.1" "LSAMP-AS4" "antisense" 0 FALSE
"ENSG00000242387.1" "HIST1H2APS2" "pseudogene" 0 FALSE
"ENSG00000242389.3" "RBMY1E" "protein_coding" 0 FALSE
"ENSG00000242390.1" "RP11-427D1.1" "pseudogene" 0 FALSE
"ENSG00000242391.2" "RP4-631H13.2" "antisense" 0 FALSE
"ENSG00000242393.1" "AC010141.4" "pseudogene" 0 FALSE
"ENSG00000242396.1" "RP11-67L3.5" "antisense" 4 FALSE
"ENSG00000242399.1" "KB-1434A12.1" "pseudogene" 0 FALSE
"ENSG00000242405.2" "RP11-267J23.1" "pseudogene" 5 FALSE
"ENSG00000242407.1" "CTD-2377D24.4" "lincRNA" 0 FALSE
"ENSG00000242411.2" "CTD-2086L14.1" "pseudogene" 0 FALSE
"ENSG00000242412.1" "DBIL5P2" "pseudogene" 0 FALSE
"ENSG00000242417.1" "RP11-286B5.1" "pseudogene" 0 FALSE
"ENSG00000242419.1" "PCDHGC4" "protein_coding" 2 FALSE
"ENSG00000242423.2" "RP11-451N19.1" "pseudogene" 0 FALSE
"ENSG00000242428.1" "RP11-147N17.1" "antisense" 0 FALSE
"ENSG00000242429.1" "RP11-19G24.2" "pseudogene" 29 FALSE
"ENSG00000242431.2" "RP11-731J8.1" "pseudogene" 1 FALSE
"ENSG00000242435.1" "UPK3BP1" "pseudogene" 1 FALSE
"ENSG00000242439.1" "CTD-2349P21.1" "pseudogene" 0 FALSE
"ENSG00000242440.1" "RP11-501O2.5" "lincRNA" 0 FALSE
"ENSG00000242441.3" "GTF2A1L" "protein_coding" 5 FALSE
"ENSG00000242444.3" "RP11-320N7.1" "pseudogene" 1 FALSE
"ENSG00000242445.1" "RPL7AP11" "pseudogene" 9 FALSE
"ENSG00000242456.1" "RP11-12N13.4" "pseudogene" 0 FALSE
"ENSG00000242457.1" "RBBP4P2" "pseudogene" 2 FALSE
"ENSG00000242461.1" "RPS15AP32" "pseudogene" 0 FALSE
"ENSG00000242473.1" "KIR2DP1" "pseudogene" 0 FALSE
"ENSG00000242474.1" "AC093627.9" "lincRNA" 12 FALSE
"ENSG00000242477.1" "CTD-2161E19.1" "pseudogene" 1 FALSE
"ENSG00000242479.1" "RP11-383G6.4" "pseudogene" 2 FALSE
"ENSG00000242485.1" "MRPL20" "protein_coding" 307 FALSE
"ENSG00000242486.1" "RP1-104O17.2" "lincRNA" 0 FALSE
"ENSG00000242488.2" "RP11-270M14.1" "pseudogene" 14 FALSE
"ENSG00000242498.3" "C15orf38" "protein_coding" 20 FALSE
"ENSG00000242500.1" "RP11-24O6.2" "processed_transcript" 14 FALSE
"ENSG00000242507.2" "RP3-477O4.5" "pseudogene" 0 FALSE
"ENSG00000242510.1" "NDUFB4P1" "pseudogene" 1 FALSE
"ENSG00000242512.3" "RP11-416O18.1" "lincRNA" 1 FALSE
"ENSG00000242515.1" "UGT1A10" "protein_coding" 0 FALSE
"ENSG00000242516.1" "RP11-413E6.8" "lincRNA" 1 FALSE
"ENSG00000242518.2" "RP5-1187J4.11" "processed_transcript" 0 FALSE
"ENSG00000242520.4" "MAGEA5" "pseudogene" 0 FALSE
"ENSG00000242522.1" "KLHL6-AS1" "antisense" 41 FALSE
"ENSG00000242524.1" "OR2U2P" "pseudogene" 0 FALSE
"ENSG00000242525.1" "OR7E100P" "pseudogene" 0 FALSE
"ENSG00000242527.1" "RP11-159H22.1" "pseudogene" 0 FALSE
"ENSG00000242529.1" "AHCYP8" "pseudogene" 0 FALSE
"ENSG00000242531.1" "RP11-299J3.6" "pseudogene" 2 FALSE
"ENSG00000242536.1" "RP11-290K4.2" "lincRNA" 0 FALSE
"ENSG00000242537.1" "RP11-294L13.1" "pseudogene" 0 FALSE
"ENSG00000242539.2" "AC007620.3" "antisense" 133 FALSE
"ENSG00000242540.1" "AC010729.1" "processed_transcript" 11 FALSE
"ENSG00000242545.1" "RP11-719N22.2" "lincRNA" 0 FALSE
"ENSG00000242550.1" "SERPINB10" "protein_coding" 0 FALSE
"ENSG00000242551.2" "POU5F1P6" "pseudogene" 0 FALSE
"ENSG00000242552.1" "MRPL42P4" "pseudogene" 0 FALSE
"ENSG00000242553.1" "AP001432.14" "lincRNA" 23 FALSE
"ENSG00000242557.1" "RP11-316M1.11" "processed_transcript" 21 FALSE
"ENSG00000242561.1" "ATP5LP5" "pseudogene" 0 FALSE
"ENSG00000242562.1" "DCAF13P1" "pseudogene" 0 FALSE
"ENSG00000242568.1" "RP11-875H7.1" "lincRNA" 0 FALSE
"ENSG00000242569.2" "RP11-435B5.3" "lincRNA" 19 FALSE
"ENSG00000242571.1" "RPL21P11" "pseudogene" 70 FALSE
"ENSG00000242573.1" "ACTR3P3" "pseudogene" 0 FALSE
"ENSG00000242574.4" "HLA-DMB" "protein_coding" 0 FALSE
"ENSG00000242575.1" "AC012501.3" "pseudogene" 0 FALSE
"ENSG00000242578.1" "RP11-469J4.3" "lincRNA" 0 FALSE
"ENSG00000242583.1" "RP11-379K17.9" "pseudogene" 0 FALSE
"ENSG00000242586.1" "RP11-481N16.1" "pseudogene" 0 FALSE
"ENSG00000242588.2" "RP11-274B21.1" "pseudogene" 49 FALSE
"ENSG00000242590.1" "RP11-54O7.14" "sense_intronic" 5 FALSE
"ENSG00000242593.1" "RP5-921G16.1" "antisense" 0 FALSE
"ENSG00000242595.1" "RP11-648L3.1" "pseudogene" 0 FALSE
"ENSG00000242598.1" "MED28P8" "pseudogene" 0 FALSE
"ENSG00000242599.3" "CSAG4" "pseudogene" 0 FALSE
"ENSG00000242600.2" "MBL1P" "pseudogene" 22 FALSE
"ENSG00000242602.1" "CTD-2339M3.1" "pseudogene" 9 FALSE
"ENSG00000242607.1" "RPS3AP34" "pseudogene" 3 FALSE
"ENSG00000242608.1" "RPS23P5" "pseudogene" 0 FALSE
"ENSG00000242609.1" "RP11-398A8.1" "pseudogene" 0 FALSE
"ENSG00000242610.1" "OR5BH1P" "pseudogene" 0 FALSE
"ENSG00000242611.1" "AC093627.8" "lincRNA" 0 FALSE
"ENSG00000242612.2" "DECR2" "protein_coding" 72 FALSE
"ENSG00000242613.1" "RP11-174O3.4" "pseudogene" 0 FALSE
"ENSG00000242615.1" "CTC-359D24.3" "pseudogene" 131 FALSE
"ENSG00000242616.3" "GNG10" "protein_coding" 304 FALSE
"ENSG00000242622.1" "RP11-18H7.1" "processed_transcript" 8 FALSE
"ENSG00000242628.1" "AC009228.1" "antisense" 0 FALSE
"ENSG00000242629.1" "USP6NL-IT1" "sense_intronic" 20 FALSE
"ENSG00000242631.1" "RP11-508N12.4" "processed_transcript" 25 FALSE
"ENSG00000242634.1" "RP11-342M21.1" "pseudogene" 1 FALSE
"ENSG00000242635.2" "RPS14P7" "pseudogene" 0 FALSE
"ENSG00000242636.1" "RPL21P129" "pseudogene" 0 FALSE
"ENSG00000242639.2" "RP11-358L16.2" "lincRNA" 7 FALSE
"ENSG00000242640.1" "RP11-302F12.1" "pseudogene" 0 FALSE
"ENSG00000242641.1" "RP11-735B13.1" "processed_transcript" 0 FALSE
"ENSG00000242654.1" "RP11-124N3.1" "pseudogene" 0 FALSE
"ENSG00000242659.1" "RP11-271C24.2" "lincRNA" 4 FALSE
"ENSG00000242660.1" "RP11-1094M14.1" "pseudogene" 0 FALSE
"ENSG00000242661.1" "RP11-113C12.1" "pseudogene" 1 FALSE
"ENSG00000242663.1" "RP11-196G18.21" "processed_transcript" 0 FALSE
"ENSG00000242667.1" "RP11-745A24.2" "pseudogene" 12 FALSE
"ENSG00000242670.1" "RP11-601I15.1" "pseudogene" 0 FALSE
"ENSG00000242671.1" "RP11-232M24.1" "lincRNA" 0 FALSE
"ENSG00000242675.1" "RPS16P9" "pseudogene" 0 FALSE
"ENSG00000242676.2" "ANKRD20A12P" "pseudogene" 1 FALSE
"ENSG00000242683.1" "CTB-46B19.1" "pseudogene" 7 FALSE
"ENSG00000242686.2" "RP11-1191J2.2" "antisense" 0 FALSE
"ENSG00000242687.2" "AC004893.11" "antisense" 34 FALSE
"ENSG00000242689.1" "CNTF" "protein_coding" 7 FALSE
"ENSG00000242692.1" "RPS27AP1" "pseudogene" 2 FALSE
"ENSG00000242697.2" "RP11-799A12.1" "pseudogene" 0 FALSE
"ENSG00000242703.1" "CCT4P1" "pseudogene" 0 FALSE
"ENSG00000242705.1" "RP11-695J20.1" "pseudogene" 0 FALSE
"ENSG00000242706.2" "CTD-2015H6.2" "pseudogene" 4 FALSE
"ENSG00000242709.1" "AC100802.2" "pseudogene" 0 FALSE
"ENSG00000242715.3" "CCDC169" "protein_coding" 34 FALSE
"ENSG00000242727.2" "RP11-123J14.1" "pseudogene" 0 FALSE
"ENSG00000242728.1" "UQCRHP4" "pseudogene" 0 FALSE
"ENSG00000242729.1" "RP11-124G5.1" "pseudogene" 0 FALSE
"ENSG00000242731.2" "FAM86LP" "pseudogene" 0 FALSE
"ENSG00000242732.2" "RGAG4" "protein_coding" 5 FALSE
"ENSG00000242735.1" "AC018462.3" "pseudogene" 33 FALSE
"ENSG00000242737.1" "RP11-562A8.1" "pseudogene" 0 FALSE
"ENSG00000242741.1" "RP11-20B7.1" "lincRNA" 0 FALSE
"ENSG00000242747.1" "RP11-30K9.1" "pseudogene" 12 FALSE
"ENSG00000242748.1" "RP3-511B24.4" "pseudogene" 0 FALSE
"ENSG00000242752.2" "TRNAQ41P" "pseudogene" 0 FALSE
"ENSG00000242753.1" "RP11-716O23.2" "processed_transcript" 0 FALSE
"ENSG00000242756.2" "RHOT1P3" "pseudogene" 0 FALSE
"ENSG00000242757.1" "CTD-2090I13.3" "pseudogene" 0 FALSE
"ENSG00000242759.1" "RP11-280F2.2" "lincRNA" 109 FALSE
"ENSG00000242767.1" "ZBTB20-AS4" "lincRNA" 9 FALSE
"ENSG00000242768.2" "RP11-556G22.1" "pseudogene" 0 FALSE
"ENSG00000242770.2" "RP11-180K7.1" "processed_transcript" 0 FALSE
"ENSG00000242774.1" "AC105749.5" "processed_transcript" 12 FALSE
"ENSG00000242775.1" "RP11-875H7.2" "lincRNA" 0 FALSE
"ENSG00000242779.2" "ZNF702P" "pseudogene" 2 FALSE
"ENSG00000242781.1" "RP11-47P18.2" "lincRNA" 0 FALSE
"ENSG00000242790.1" "RP11-451G4.3" "lincRNA" 1 FALSE
"ENSG00000242791.2" "RP11-651P23.5" "lincRNA" 2 FALSE
"ENSG00000242793.1" "AC135999.2" "pseudogene" 0 FALSE
"ENSG00000242795.2" "RP11-3K16.2" "sense_intronic" 0 FALSE
"ENSG00000242797.1" "GLYCTK-AS1" "processed_transcript" 9 FALSE
"ENSG00000242798.1" "RP11-506M12.1" "processed_transcript" 7 FALSE
"ENSG00000242802.2" "AP5Z1" "protein_coding" 45 FALSE
"ENSG00000242807.1" "RPL26P31" "pseudogene" 0 FALSE
"ENSG00000242808.2" "SOX2-OT" "processed_transcript" 4 FALSE
"ENSG00000242810.1" "MRPL42P6" "pseudogene" 0 FALSE
"ENSG00000242814.2" "RP11-436H11.1" "pseudogene" 0 FALSE
"ENSG00000242816.1" "RP11-768G7.3" "antisense" 0 FALSE
"ENSG00000242828.1" "RP11-47P18.1" "lincRNA" 0 FALSE
"ENSG00000242829.1" "RPS26P21" "pseudogene" 12 FALSE
"ENSG00000242834.1" "RP11-324K6.1" "pseudogene" 0 FALSE
"ENSG00000242836.1" "RP11-52L11.7" "pseudogene" 1 FALSE
"ENSG00000242837.1" "RPL21P13" "pseudogene" 0 FALSE
"ENSG00000242841.1" "KRT8P35" "pseudogene" 0 FALSE
"ENSG00000242849.2" "ALDOAP1" "pseudogene" 0 FALSE
"ENSG00000242850.3" "RPL23AP68" "pseudogene" 0 FALSE
"ENSG00000242852.2" "ZNF709" "protein_coding" 19 FALSE
"ENSG00000242854.1" "DNM1P24" "pseudogene" 0 FALSE
"ENSG00000242856.3" "VN1R105P" "pseudogene" 0 FALSE
"ENSG00000242858.1" "CTC-484M2.1" "pseudogene" 0 FALSE
"ENSG00000242861.1" "RP11-285F7.2" "processed_transcript" 10 FALSE
"ENSG00000242866.5" "STRC" "protein_coding" 0 FALSE
"ENSG00000242870.1" "CTB-104F4.2" "processed_transcript" 32 FALSE
"ENSG00000242874.1" "AC068137.1" "pseudogene" 0 FALSE
"ENSG00000242875.2" "RBMY1B" "protein_coding" 0 FALSE
"ENSG00000242879.1" "AC006335.11" "pseudogene" 0 FALSE
"ENSG00000242880.1" "RP11-190P13.2" "processed_transcript" 0 FALSE
"ENSG00000242882.1" "RP11-489G11.1" "pseudogene" 0 FALSE
"ENSG00000242888.1" "RP11-436M15.1" "pseudogene" 3 FALSE
"ENSG00000242899.1" "RP11-250B16.1" "pseudogene" 0 FALSE
"ENSG00000242902.1" "RP11-309L24.2" "processed_transcript" 1 FALSE
"ENSG00000242908.2" "RP11-454C18.2" "processed_transcript" 1 FALSE
"ENSG00000242911.1" "RP11-118N24.2" "pseudogene" 0 FALSE
"ENSG00000242915.1" "SNRPGP7" "pseudogene" 0 FALSE
"ENSG00000242922.2" "RPL21P104" "pseudogene" 0 FALSE
"ENSG00000242924.1" "RP11-298O21.6" "lincRNA" 0 FALSE
"ENSG00000242925.1" "PLCH1-AS2" "antisense" 0 FALSE
"ENSG00000242931.1" "RP11-666A8.1" "pseudogene" 3 FALSE
"ENSG00000242936.1" "RP11-402L11.1" "pseudogene" 0 FALSE
"ENSG00000242941.1" "CTD-2325P2.2" "pseudogene" 0 FALSE
"ENSG00000242943.1" "NKAIN1P1" "pseudogene" 0 FALSE
"ENSG00000242945.2" "RPL29P32" "pseudogene" 1 FALSE
"ENSG00000242948.1" "EPS15P1" "pseudogene" 0 FALSE
"ENSG00000242950.2" "ERVW-1" "protein_coding" 9 FALSE
"ENSG00000242951.1" "RP11-507E23.1" "pseudogene" 7 FALSE
"ENSG00000242952.1" "RP11-187O7.1" "pseudogene" 2 FALSE
"ENSG00000242953.1" "RP11-803B1.3" "pseudogene" 0 FALSE
"ENSG00000242958.1" "RP11-662B19.1" "pseudogene" 3 FALSE
"ENSG00000242960.1" "FTH1P23" "pseudogene" 14 FALSE
"ENSG00000242963.1" "RP11-143E21.1" "pseudogene" 0 FALSE
"ENSG00000242968.1" "RP11-731C17.1" "pseudogene" 0 FALSE
"ENSG00000242970.2" "AC068522.4" "pseudogene" 6 FALSE
"ENSG00000242973.2" "RP11-446F17.3" "processed_transcript" 0 FALSE
"ENSG00000242978.1" "RP4-545C24.5" "pseudogene" 0 FALSE
"ENSG00000242979.1" "RPS15AP18" "pseudogene" 0 FALSE
"ENSG00000242983.1" "CABYRP1" "pseudogene" 0 FALSE
"ENSG00000242986.2" "RP11-1110J8.1" "pseudogene" 6 FALSE
"ENSG00000242990.2" "RP11-571M6.1" "pseudogene" 0 FALSE
"ENSG00000242991.2" "RP11-74N9.1" "pseudogene" 0 FALSE
"ENSG00000242992.2" "FTH1P4" "pseudogene" 8 FALSE
"ENSG00000242993.1" "RP11-697H10.1" "pseudogene" 2 FALSE
"ENSG00000242995.1" "RP11-1085N6.1" "pseudogene" 0 FALSE
"ENSG00000243000.1" "RP11-504P24.3" "pseudogene" 1 FALSE
"ENSG00000243004.1" "AC005062.2" "processed_transcript" 134 FALSE
"ENSG00000243007.1" "RP11-106M3.1" "pseudogene" 1 FALSE
"ENSG00000243008.1" "RP11-556N21.4" "pseudogene" 1 FALSE
"ENSG00000243012.1" "RP11-292E2.4" "lincRNA" 0 FALSE
"ENSG00000243014.1" "PTMAP8" "pseudogene" 0 FALSE
"ENSG00000243016.1" "RP11-305F5.2" "pseudogene" 0 FALSE
"ENSG00000243018.1" "RP5-1070G24.2" "antisense" 1 FALSE
"ENSG00000243020.1" "RP11-766N7.1" "pseudogene" 0 FALSE
"ENSG00000243022.1" "RP11-221E20.4" "pseudogene" 0 FALSE
"ENSG00000243023.2" "UBA52P3" "pseudogene" 0 FALSE
"ENSG00000243024.2" "RPS11P6" "pseudogene" 5 FALSE
"ENSG00000243025.1" "MTAPP1" "pseudogene" 0 FALSE
"ENSG00000243033.2" "GAPDHP47" "pseudogene" 0 FALSE
"ENSG00000243038.1" "RP11-58E21.1" "pseudogene" 4 FALSE
"ENSG00000243040.2" "RBMY2FP" "pseudogene" 0 FALSE
"ENSG00000243044.1" "RP13-526J3.1" "pseudogene" 0 FALSE
"ENSG00000243048.2" "FTH1P18" "pseudogene" 0 FALSE
